id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
116,msg24661603,https://bitcointalk.org/index.php?topic=2318717.0,msg24660932,6388,Announcements (Altcoins),2017-11-16 05:42:32,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  I really haven't seen the analogy of the platform. Because only here everyone can open their game and play against other platform users.,True
117,msg24664837,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-16 07:14:53,persefona,Member,476,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Will users be able to conduct their tournaments in the Viabet platform?,True
118,msg24666110,https://bitcointalk.org/index.php?topic=2318717.0,msg24646412,6388,Announcements (Altcoins),2017-11-16 07:49:12,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Thank you for paying attention to the Russian space too. Here, many investors are happy to support innovative projects.",True
119,msg24666680,https://bitcointalk.org/index.php?topic=2318717.0,msg24664837,6388,Announcements (Altcoins),2017-11-16 08:03:46,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Yes, poker tournaments are planned to be added in the alpha release.",True
120,msg24668043,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-16 08:35:18,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,,True
121,msg24669859,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-16 09:18:33,snos-boss,Member,448,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,It's a great idea of a platform that I believe will evolve very quickly. I think this is a great investment with big prospects at this point.,True
122,msg24673452,https://bitcointalk.org/index.php?topic=2318717.0,msg24666110,6388,Announcements (Altcoins),2017-11-16 10:37:04,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  And many players left after casino had forbidden.,True
123,msg24674156,https://bitcointalk.org/index.php?topic=2318717.0,msg24661603,6388,Announcements (Altcoins),2017-11-16 10:51:38,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Major feature is decentralization for clear games, isn't?",True
124,msg24590748,https://bitcointalk.org/index.php?topic=2318717.0,msg24571083,6388,Announcements (Altcoins),2017-11-14 20:48:24,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  It's right, really interesting how it will be work because i never saw such platform before. I read info about viabet but not clearly understand can i create my own casino and get profit like a percents of bank or i only can create custom games and must play every game?",True
125,msg24591278,https://bitcointalk.org/index.php?topic=2318717.0,msg24587668,6388,Announcements (Altcoins),2017-11-14 21:00:29,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Yes the transaction fee from Mist wallet. Tried several times and even restarted Mist. The lowest amount possible was 0.05 ETH (slow transaction). Then I did it with myetherwallet and everything was fine. Really weird. Hopefully just a local issue.,True
126,msg24591409,https://bitcointalk.org/index.php?topic=2318717.0,msg24529030,6388,Announcements (Altcoins),2017-11-14 21:03:45,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Yep, but i never saw competitors for this project, did you? Or you mean games without cloud tech?",True
127,msg24592485,https://bitcointalk.org/index.php?topic=2318717.0,msg24590748,6388,Announcements (Altcoins),2017-11-14 21:30:10,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   VIABET acts both as a casino and a platform where users will be able to launch their own games. Essentially, you can choose to play against us or other users. Let’s say you want to create a dice game. Sweet! We can fund your bankroll, use our marketing presence to promote your games and you receive a % of the profits. OR alternatively, you can back the bankroll yourself and enjoy the bulk of the profits while we get a % fee which covers commission for operating, maintaining and administering the plays within the system. It can be a way to earn passive income or if you’re willing to take that crazy walk on the wild side and fund your own bankroll, you can receive major payouts! It’s up to each individual users risk tolerance/goals. While we will offer decentralized sports betting, and a list of our own provably fair games our main selling point is the user created casino games.",True
128,msg24598922,https://bitcointalk.org/index.php?topic=2318717.0,msg23557337,6388,Announcements (Altcoins),2017-11-15 01:02:48,prehisto,Full Member,742,112,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Came across this project and I ave to say that it is truly unique. I have a question, in order to create your own game, one should be able to write code, right? And if yes then on what basis these games will be made? ( basis- code)",True
129,msg24606818,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 06:01:15,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Please publish a link where you can see how much money has been collected,True
130,msg24609104,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 07:06:49,persefona,Member,476,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,That's a great idea. I think such a unique project will have no problem raising investment. I'd love to use the platform myself.,True
131,msg24610440,https://bitcointalk.org/index.php?topic=2318717.0,msg24598922,6388,Announcements (Altcoins),2017-11-15 07:41:15,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Well, you're wrong. If you write code yourself, who will be checking for fraud. How many people can write it? You select a game and the platform starts it by itself just",True
132,msg24613103,https://bitcointalk.org/index.php?topic=2318717.0,msg24598922,6388,Announcements (Altcoins),2017-11-15 08:46:04,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Hi,  Thanks! No, coding knowledge is not required. We tried to make the platform as simple and intuitive for the regular users. It's a system for everyone.",True
133,msg24614962,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 09:30:42,snos-boss,Member,448,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Does the token purchase bonus still work?,True
134,msg24615755,https://bitcointalk.org/index.php?topic=2318717.0,msg24614962,6388,Announcements (Altcoins),2017-11-15 09:47:03,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Yes, we're still offering a 40% pre-sale bonus.",True
135,msg24618585,https://bitcointalk.org/index.php?topic=2318717.0,msg24615755,6388,Announcements (Altcoins),2017-11-15 10:53:58,obulynin,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Thank you. This is a good opportunity for investors or for those who then think of playing on the Viabet platform. I'll buy some tokens.,True
136,msg24623385,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 12:34:08,culvert.1986,Member,322,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Does price exist to understand how many tokens are needed for a game?,True
137,msg24623810,https://bitcointalk.org/index.php?topic=2318717.0,msg24582711,6388,Announcements (Altcoins),2017-11-15 12:42:23,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"    Yes, that's what I meant. Not all investors buy coins to run their game in the future. Many wish I could sell the received tokens on stock exchanges.",True
138,msg24626482,https://bitcointalk.org/index.php?topic=2318717.0,msg24623810,6388,Announcements (Altcoins),2017-11-15 13:38:02,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Investors will buy coin and then sell them to players through exchange. Many people buy tokens only to sell them later.,True
139,msg24628210,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 14:11:16,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"An interview with the founder of VIABET! We talk about the team, the project, and future of VIABET Bitcoin-Millionaire.com",True
140,msg24630618,https://bitcointalk.org/index.php?topic=2318717.0,msg24628210,6388,Announcements (Altcoins),2017-11-15 15:01:07,choice84,Member,378,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,    Great news. This gives a recognizable identity to your platform.,True
141,msg24633200,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 15:55:10,oficman,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"Oh, you have a very fascinating blog! I thought that there will be published information devoted only to gambling. But you surprised me! The blog has a lot of up-to-date information on the crypto currency market.",True
142,msg24633387,https://bitcointalk.org/index.php?topic=2318717.0,msg24633200,6388,Announcements (Altcoins),2017-11-15 15:58:56,yaroslava.pryanchikova,Member,252,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Oh, I liked it too. On the Viabet platform, these things are tied together.",True
143,msg24636758,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-15 17:08:40,avtaev.savva,Member,244,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Will the platform support the Russian language or not?,True
144,msg24571485,https://bitcointalk.org/index.php?topic=2318717.0,msg24450870,6388,Announcements (Altcoins),2017-11-14 14:35:06,Truthfinder76,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  From where you got this information?,True
145,msg24571895,https://bitcointalk.org/index.php?topic=2318717.0,msg24548249,6388,Announcements (Altcoins),2017-11-14 14:41:23,Vasyafet,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  It will be list, but very long list, that will become longer after some time.",True
146,msg24571979,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 14:42:54,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Today start pre-sale. It is the best chance to by the tokens with the best price.,True
147,msg24572609,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 14:52:39,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,,True
148,msg24573134,https://bitcointalk.org/index.php?topic=2318717.0,msg24555736,6388,Announcements (Altcoins),2017-11-14 15:00:57,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘, ,True
149,msg24575541,https://bitcointalk.org/index.php?topic=2318717.0,msg24571979,6388,Announcements (Altcoins),2017-11-14 15:43:16,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Yes, it is always advantageous to buy tokens in the early days of pre-sale. You can save money and get a discount.",True
150,msg24576171,https://bitcointalk.org/index.php?topic=2318717.0,msg24575541,6388,Announcements (Altcoins),2017-11-14 15:55:10,avtaev.savva,Member,244,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  And in the future, even if you decide to trade on the stock exchange, you will have an advantage over other",True
151,msg24576805,https://bitcointalk.org/index.php?topic=2318717.0,msg24573134,6388,Announcements (Altcoins),2017-11-14 16:06:39,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Sorry, must have missed your comment!  Check out the Official VIABET Pre-Sale guide: https://medium.com/@viabetio/official-viabet-token-pre-sale-guide-and-faq-552a5d988de1 You will find all the relevant information, as well as the contribution address (once the sale goes live).  In short, there is no minimum investment amount. However, contributing less than 0.01 ETH is strongly discouraged.",True
152,msg24577926,https://bitcointalk.org/index.php?topic=2318717.0,msg24576805,6388,Announcements (Altcoins),2017-11-14 16:28:03,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"          Thanks for sharing. Still I can't find the Ethereum address, neither in the guide nor in your website",True
153,msg24578248,https://bitcointalk.org/index.php?topic=2318717.0,msg24577926,6388,Announcements (Altcoins),2017-11-14 16:33:22,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   It's going to go up as soon as the sale goes live.,True
154,msg24582034,https://bitcointalk.org/index.php?topic=2318717.0,msg24576171,6388,Announcements (Altcoins),2017-11-14 17:44:08,oficman,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  It's clear, the less you pay for a token when buying, the more you'll get for it on the stock exchange at the time of sale, if you do not leave tokens for starting a personal game.",True
155,msg24582311,https://bitcointalk.org/index.php?topic=2318717.0,msg24576171,6388,Announcements (Altcoins),2017-11-14 17:49:56,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  What do you mean 'if they decide to trade on stock exchange'? It's not planned yet? So where will it be traded?,True
156,msg24582711,https://bitcointalk.org/index.php?topic=2318717.0,msg24582311,6388,Announcements (Altcoins),2017-11-14 17:58:03,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   I think what he was trying to say that buying now gives you an advantage since you earn a bonus and hence earn more when you decide to sell on an exchange. At least that's my guess. ,True
157,msg24583472,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 18:12:40,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Where can I see the amount collected so far?,True
158,msg24583862,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 18:19:32,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,,True
159,msg24585356,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 18:50:38,StarSLight,Member,322,40,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"Judging by the number of video reviews created on the YouTube channel, the project has a very large number of people",True
160,msg24585417,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 18:51:48,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Fee of 0.1ETH Why so much more than normal transactions?,True
161,msg24585612,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 18:56:00,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,0.01 ETH - is a very democratic sum for Pre-Sale. Everybody can participate in presale and get bonus 40%.,True
162,msg24587668,https://bitcointalk.org/index.php?topic=2318717.0,msg24585417,6388,Announcements (Altcoins),2017-11-14 19:38:17,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   You mean the transaction fee or something else? Because that can't be right. Everything appears to be functioning normally.,True
163,msg24588943,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 20:06:17,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,,True
164,msg24524144,https://bitcointalk.org/index.php?topic=2318717.0,msg24508745,6388,Announcements (Altcoins),2017-11-13 17:57:22,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  As a day trader I must disagree on this point, it's not essentially the same. In fact I don't care about the rate increasing or decreasing. All I need is a certain volatility and reliable sources/data to predict future rates (no matter higher or lower). You said that viabet will have a low volatility and basically only increasing rates, which will definitely make your coin less interesting for day traders.",True
165,msg24524706,https://bitcointalk.org/index.php?topic=2318717.0,msg24524144,6388,Announcements (Altcoins),2017-11-13 18:10:09,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   With all due respect to day traders, we're not trying to create a ""flippable"" coin. We're building a platform. At the end of the day we hope to create long-term value but as with Bitcoin and other cryptocurrencies it will attract all parties, holders, traders etc. I don't think there's such a thing as a ""stable"" cryptocurrency. We expect high volatility during the early days but that should decrease as our market cap grows. I guess you're right in the sense that end result will be a cryptocurrency that is more conducive to ""HODLing"" as opposed to day trading.",True
166,msg24527023,https://bitcointalk.org/index.php?topic=2318717.0,msg24524706,6388,Announcements (Altcoins),2017-11-13 19:02:40,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   People will hold the tokens only if they will be sure that they will grow. Big valatility is good only fo dayly traders, but for holders it is nesessary stability.",True
167,msg24528423,https://bitcointalk.org/index.php?topic=2318717.0,msg24524706,6388,Announcements (Altcoins),2017-11-13 19:37:04,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Thanks for your honest reply!,True
168,msg24529030,https://bitcointalk.org/index.php?topic=2318717.0,msg24500385,6388,Announcements (Altcoins),2017-11-13 19:51:36,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  I think it's just a matter of competition.,True
169,msg24529129,https://bitcointalk.org/index.php?topic=2318717.0,msg24508906,6388,Announcements (Altcoins),2017-11-13 19:54:06,avtaev.savva,Member,244,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  Yes, I also think that this is a very good chance for an investor to multiply  money",True
170,msg24548249,https://bitcointalk.org/index.php?topic=2318717.0,msg24517189,6388,Announcements (Altcoins),2017-11-14 06:38:47,sahabond,Full Member,350,100,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Can you add your own gambling games to the platform? Or will there be a list of games that you can open?,True
171,msg24549698,https://bitcointalk.org/index.php?topic=2318717.0,msg24548249,6388,Announcements (Altcoins),2017-11-14 07:17:32,persefona,Member,476,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  You must have meant. ""How long will the moderation of the added games take?""",True
172,msg24551910,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 08:08:00,snos-boss,Member,448,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,How many developers are working on your team at this time? Is it a big collective or not?,True
173,msg24553553,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 08:43:05,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Your idea is a great option for using blockchain technologies in the gaming industry. I think that's a good option for investors.,True
174,msg24554097,https://bitcointalk.org/index.php?topic=2318717.0,msg24549698,6388,Announcements (Altcoins),2017-11-14 08:54:03,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"  For me, ""moderation"" and ""application"" are different things. The user can apply for review of his game. If the intent of the future game to the creators of the platform does not fit, then what is the point of adding this gambling entertainment to your platform for detailed study?",True
175,msg24555736,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 09:32:10,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,Is 1 ETH the minimum investment amount? How will ICO work? Can't find where to transfer the ETH,True
176,msg24556058,https://bitcointalk.org/index.php?topic=2318717.0,msg24554097,6388,Announcements (Altcoins),2017-11-14 09:39:13,obulynin,Member,266,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  Then comes the price for opening the game will depend on the conditions you put in?,True
177,msg24558984,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 10:43:32,culvert.1986,Member,322,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,What turnover of funds does the company plan to achieve by the end of 2018?,True
178,msg24560805,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 11:21:21,choice84,Member,378,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"Currently, are there restrictions on the number of open games by a single person?",True
179,msg24563256,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 12:08:55,ArminH,Full Member,219,101,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"ETH rate increased during the last days. Still you only get 1,000 Tokens for 1 ETH. Will you adjust this before ICO",True
180,msg24563333,https://bitcointalk.org/index.php?topic=2318717.0,msg24560805,6388,Announcements (Altcoins),2017-11-14 12:10:27,oficman,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  This question has already been answered in the topic. The only restriction for the user is the presence of two types of platform tokens.,True
181,msg24567633,https://bitcointalk.org/index.php?topic=2318717.0,msg24563333,6388,Announcements (Altcoins),2017-11-14 13:27:08,yaroslava.pryanchikova,Member,252,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  That's great. No restrictions. Platform ecosystem will regulate player and casino relationships,True
182,msg24569268,https://bitcointalk.org/index.php?topic=2318717.0,msg24563256,6388,Announcements (Altcoins),2017-11-14 13:57:08,densuj,Legendary,910,1000,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"   Hi,  The price per token is consistent with the original price on our website - $0.34. That's give or take.  If you join the presale you'll receive a 40% bonus which will amount to 1400 XVIA so around $0.23  The pre-sale is set to start in 4 hours.",True
183,msg24571083,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-14 14:28:57,napkin1989,Member,212,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,A great product that has no analogue in the gaming industry. I think investors will appreciate the unique idea of the platform.,True
184,msg24455374,https://bitcointalk.org/index.php?topic=2318717.0,msg24451081,6388,Announcements (Altcoins),2017-11-12 13:55:51,Aleksandra 81,Member,434,11,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   Your answer confirms the fact that the platform provides all fans of the gambling industry with great prospects.,True
185,msg24455735,https://bitcointalk.org/index.php?topic=2318717.0,,6388,Announcements (Altcoins),2017-11-12 14:02:44,candiela,Member,294,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,"What rewards will the platform receive as a percentage of, for example, poker tournaments?",True
186,msg24455827,https://bitcointalk.org/index.php?topic=2318717.0,msg24455735,6388,Announcements (Altcoins),2017-11-12 14:04:50,avtaev.savva,Member,244,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  And how will it change depending on the type of games?,True
187,msg24467058,https://bitcointalk.org/index.php?topic=2318717.0,msg24455735,6388,Announcements (Altcoins),2017-11-12 17:52:48,oficman,Member,434,10,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,  How often will there be poker tournaments on your platform?,True
188,msg24467512,https://bitcointalk.org/index.php?topic=2318717.0,msg24451081,6388,Announcements (Altcoins),2017-11-12 18:02:57,veranika55,Full Member,504,104,,☘☘☘☘[ANN] [PRE-ICO LIVE] | VIABET | WORLD'S FIRST CLOUD BETTING PLATFORM |☘☘☘☘,   More games more people play games and more often they use tokens. It is good for price of the tokens. But the quality of the games on the platform must be high. Do you have any requirements to the quality of the games presented on the platform?,True
