id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41243125,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-30 21:39:04,REYES07,Newbie,33,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Their idea is quite attractive in my mind! Spotless project, absorbing design.  Good luck!",False
164,msg40359116,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-18 07:43:43,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When would the first version of Acute platform be launched?,False
165,msg40359276,https://bitcointalk.org/index.php?topic=3349605.0,msg40359116,2631,Announcements (Altcoins),2018-06-18 07:47:20,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  I know this month of June 2018 but do not know exactly on what date.,False
166,msg40364476,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-18 09:19:49,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When to be an investor is it still charged?,False
167,msg40364681,https://bitcointalk.org/index.php?topic=3349605.0,msg40364476,2631,Announcements (Altcoins),2018-06-18 09:23:28,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Investor only pay fees when exchanging coins or converting to fiat. These fees are kept at a minimal in order not to effect the investor’s bottom line. For investor, there are no fee for registering an account and there are no deductions from profitable transactions.",False
168,msg40365242,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-18 09:33:30,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",How Acutecoin makes some profits?,False
169,msg40365588,https://bitcointalk.org/index.php?topic=3349605.0,msg40365242,2631,Announcements (Altcoins),2018-06-18 09:39:46,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  As I know service providers pay the Acute Coin platform according to the volume of business them generate through trading and sales volume coming from the AcuteCoin platform, which is a classic set-up within financial services. They split this payment into system profit and member rewards.",False
170,msg40366088,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-18 09:48:21,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Anyone to know how the trading system this coin works?,False
171,msg40366563,https://bitcointalk.org/index.php?topic=3349605.0,msg40366088,2631,Announcements (Altcoins),2018-06-18 09:55:28,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  As reported by Acutecoin's official website for now, everyone have to wait for the public prototype release to see it in action which is expected to take 3 – 5 months of development",False
172,msg40378478,https://bitcointalk.org/index.php?topic=3349605.0,msg40341543,2631,Announcements (Altcoins),2018-06-18 13:12:12,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  If the information from the official site Mining pool is planned to be released In August 2018, enabling all members to start mining fresh AcuteCoin’s.",False
173,msg40378959,https://bitcointalk.org/index.php?topic=3349605.0,msg40343266,2631,Announcements (Altcoins),2018-06-18 13:18:55,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  The range from June 1, 2018 to August 14, 2018.",False
174,msg40379339,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-18 13:24:30,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","It seems to me that I started to draw with this project, although there is still a lot of information to be explored before being absolutely sure it will be part of this project.",False
175,msg40379673,https://bitcointalk.org/index.php?topic=3349605.0,msg40379339,2631,Announcements (Altcoins),2018-06-18 13:29:36,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Yes, it is very unfortunate if still lack of information provided. Though this project seems to look interesting when viewed from the POS system.",False
176,msg40308419,https://bitcointalk.org/index.php?topic=3349605.0,msg39324453,2631,Announcements (Altcoins),2018-06-17 14:36:40,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  We are looking at long term stability through the eyes of traders who have invested in those same projects. AcuteCoin is different from other projects in that we provide actual services to our members and incorporate social media which is a major part of influence and communication. If you wish, you are able to openly discuss your experience with others on a social and professional level. Source Website",False
177,msg40309430,https://bitcointalk.org/index.php?topic=3349605.0,msg40277984,2631,Announcements (Altcoins),2018-06-17 14:48:40,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  They will keep promote the coin to reach the target price, I guess",False
178,msg40309681,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 14:51:19,ErikVohl,Newbie,63,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",How many coin in circulation after crowdsale?,False
179,msg40310256,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 14:58:19,Bruce_Teda,Newbie,14,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Hello, all. I wish this business go up well and ideally! Sober business, really good vision!",False
180,msg40311011,https://bitcointalk.org/index.php?topic=3349605.0,msg40307241,2631,Announcements (Altcoins),2018-06-17 15:07:45,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  It's important thing, but I dont think they use KYC for investors.",False
181,msg40315316,https://bitcointalk.org/index.php?topic=3349605.0,msg39375226,2631,Announcements (Altcoins),2018-06-17 16:03:37,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  So far only BTC and ETH can be used.,False
182,msg40315858,https://bitcointalk.org/index.php?topic=3349605.0,msg40309681,2631,Announcements (Altcoins),2018-06-17 16:11:03,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  There will be a maximum of 42,000,000 million AcuteCoin minted. With an initial 15,000,000 million being pre-mined for development and ICO distribution.  DISTRIBUTED:  ICO: 10,000,000 (crowd sale distribution) Foundation: 3,990,000 (used to sustain a stake in ecosystem and carry out corporate mission) Member Staking: 1,000,000 (AcuteCoin for community staking, members share rewards) Bounty: 10,000 (users who participated in the Bounty program are rewarded coins) Source Website",False
183,msg40317290,https://bitcointalk.org/index.php?topic=3349605.0,msg39375955,2631,Announcements (Altcoins),2018-06-17 16:30:59,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  Maybe this can help a little. Telegram airdrop: https://telegram.me/acutecoinbot - 20.000 XAC (0.5 XAC) / referral Twitter contests: https://twitter.com/acutecoin - 10 x 500 XAC winners Registration airdrop: https://airdrop.acutecoin.io/ 65.000 XAC And for information about bounty program you can open the official website or read the whitepaper,False
184,msg40318441,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 16:46:21,Desteilingsel,Newbie,19,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Hey team. Seems very absorbing! Blameless approach, wise business!",False
185,msg40318458,https://bitcointalk.org/index.php?topic=3349605.0,msg39376475,2631,Announcements (Altcoins),2018-06-17 16:46:33,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  So far only accept BTC and ETH. I think.,False
186,msg40318922,https://bitcointalk.org/index.php?topic=3349605.0,msg39376586,2631,Announcements (Altcoins),2018-06-17 16:53:39,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  What I know The pre-ICO goes live on April 17, 2018 to April 21, 2018. The ICO is live from April 22 to June 5, 2018.",False
187,msg40320031,https://bitcointalk.org/index.php?topic=3349605.0,msg39376925,2631,Announcements (Altcoins),2018-06-17 17:08:27,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  USD$0.60 = 1 XAC,False
188,msg40320714,https://bitcointalk.org/index.php?topic=3349605.0,msg39377148,2631,Announcements (Altcoins),2018-06-17 17:16:39,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  For more details you may see it on the roadmap on the official website or whitepaper. Hopefully my advice is helpful.,False
189,msg40320966,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 17:19:38,Lumpdeadrollcatt,Newbie,37,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","I wish this project grows well and ideally. Apperceptive idea, impeccably idea, interesting website!",False
190,msg40322253,https://bitcointalk.org/index.php?topic=3349605.0,msg39537055,2631,Announcements (Altcoins),2018-06-17 17:36:10,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  There will be a maximum of 42,000,000 million AcuteCoin minted. With an initial 15,000,000 million being pre-mined for development and ICO distribution.",False
191,msg40322928,https://bitcointalk.org/index.php?topic=3349605.0,msg39584733,2631,Announcements (Altcoins),2018-06-17 17:45:05,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  All the questions you have answered please open the official website or read the whitepaper from this project. Hopefully my advice is a little helpful.,False
192,msg40323617,https://bitcointalk.org/index.php?topic=3349605.0,msg39585425,2631,Announcements (Altcoins),2018-06-17 17:54:22,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  My opinion is this coin target for all countries that are in line with the terms and conditions of each country. And it looks like this coin is still looking for relationships to establish cooperation.,False
193,msg40324717,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 18:09:31,Michelle_Lar,Newbie,16,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Hope a lot of investor support your idea when Token Sales will begin.,False
194,msg40341543,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 22:48:32,GrahamHood,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When will the mining sytem expected to start?,False
195,msg40341918,https://bitcointalk.org/index.php?topic=3349605.0,msg40309681,2631,Announcements (Altcoins),2018-06-17 22:57:42,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  If coin of all round are all sold, then it's maximum 15 million coins will be in circulation",False
196,msg40273958,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 04:47:08,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Is this coin from which country?,False
197,msg40274664,https://bitcointalk.org/index.php?topic=3349605.0,msg40272895,2631,Announcements (Altcoins),2018-06-17 05:08:14,TouchKeypad,Newbie,91,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","   Ah, you are right, there are few rounds of tokensale and the last round ends in August, 14 or may be before, if the coin is all sold.",False
198,msg40277984,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 06:37:00,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What will the team do if it can not reach the target price already projected?,False
199,msg40278396,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 06:46:58,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","WORLDWIDE ACCEPTANCE With the AcuteCoin debit card you can load your BTC, ETH and XAC onto the debit card to use in millions of stores and ATMs worldwide. Source Acutecoin Website To realize that Acutecoin must establish cooperation with the bank around the world, while in some countries between the crypto and real money is very contradictory. How does the team respond to it?",False
200,msg40278749,https://bitcointalk.org/index.php?topic=3349605.0,msg40278396,2631,Announcements (Altcoins),2018-06-17 06:54:37,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Yes, I had time to think like that especially in my country very clearly reject the transaction using crypto coins. Is the solution for the coin holders whose country has such regulation?",False
201,msg40279353,https://bitcointalk.org/index.php?topic=3349605.0,msg40278396,2631,Announcements (Altcoins),2018-06-17 07:08:13,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  I think Acutecoin debit cards can only be used stores in some countries only. And to make transactions using ATMs will be very difficult to realize unless Acutecoin has its own ATM crypto.,False
202,msg40289753,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 10:10:05,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Who are the team behind this project and what are the backgrounds? Because I can't find them in the whitepaper.,False
203,msg40290023,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 10:14:13,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Who are the team behind this project and what are the backgrounds? Because I can't find them in the whitepaper. Maybe you can open the Acutecoin website and for the background can be seen in their Linked.,False
204,msg40295165,https://bitcointalk.org/index.php?topic=3349605.0,msg40241037,2631,Announcements (Altcoins),2018-06-17 11:33:17,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Any unsold ICO coins will go to the Member Staking pool and be added to the 1,000,000 million designated coins currently and distributed as rewards for platform members. Source Website",False
205,msg40297581,https://bitcointalk.org/index.php?topic=3349605.0,msg40246686,2631,Announcements (Altcoins),2018-06-17 12:09:14,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  They are looking at long term stability through the eyes of traders who have invested in those same projects. AcuteCoin is different from other projects in that we provide actual services to our members and incorporate social media which is a major part of influence and communication. If you wish, you are able to openly discuss your experience with others on a social and professional level.",False
206,msg40298164,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 12:17:53,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When I buy a coin at ICO is there any time it takes until the coin is credited to the virtual wallet and can see the amount of the balance?,False
207,msg40298483,https://bitcointalk.org/index.php?topic=3349605.0,msg40298164,2631,Announcements (Altcoins),2018-06-17 12:22:33,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  Coins bought during the ICO will be credited within seven days after of the ICO end date.,False
208,msg40300669,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 12:54:07,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What tradeoff will be given to coin holders?,False
209,msg40301861,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 13:10:24,ranlovic,Newbie,14,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","Hey, guys! Looking forward for more updates. Watchful idea, riveting design!",False
210,msg40301945,https://bitcointalk.org/index.php?topic=3349605.0,msg40300669,2631,Announcements (Altcoins),2018-06-17 13:11:18,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Coin value to grow with platform development. As AcuteCoin grows in popularity, the demand for AcuteCoin will rise, pushing its price higher and higher. Our statistical research shows that once AcuteCoin attracts just 30,000 active investors, the AcuteCoin price will exceed 45 USD in value. Great investment opportunities in Lending, Staking, Mining and Trading while using our platform. Affiliate programs and bonuses. A unique opportunity to buy XAC coin at its lowest price in history.",False
211,msg40302290,https://bitcointalk.org/index.php?topic=3349605.0,msg40301945,2631,Announcements (Altcoins),2018-06-17 13:15:57,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  Looks like you know a lot about this project. Are you part of the team?,False
212,msg40302668,https://bitcointalk.org/index.php?topic=3349605.0,msg40302290,2631,Announcements (Altcoins),2018-06-17 13:21:26,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  No, I just like you are just a person who is digging up a little information about this project before taking the decision to be part of this project. And it seems you just have to dig a bit of this project information from the website or whitepaper carefully.",False
213,msg40306935,https://bitcointalk.org/index.php?topic=3349605.0,msg40210165,2631,Announcements (Altcoins),2018-06-17 14:18:22,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  AcuteCoin has laid plans to cooperate with several of the main cryptocurrency exchanges and are in the early stages of negotiations at the moment. A public announcement will be made once we have secured any exchange listing. Make sure to register for a Telegram account so that you do not miss out on our latest news. Stay tuned! Source Website,False
214,msg40307241,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 14:21:55,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Does the regulatory process require KYC?,False
215,msg40307915,https://bitcointalk.org/index.php?topic=3349605.0,msg40301861,2631,Announcements (Altcoins),2018-06-17 14:30:24,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Yup, The information provided is incomplete because it can't see the short code and explorer of this coin.",False
216,msg40235860,https://bitcointalk.org/index.php?topic=3349605.0,msg40232183,2631,Announcements (Altcoins),2018-06-16 13:38:18,HolyGrey,Newbie,72,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  I hope so, then we can go to moon as soon as possible haha",False
217,msg40237664,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 14:06:47,YaoShang,Newbie,196,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When will the platform lauch? the first version maybe.,False
218,msg40241037,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 15:02:26,effart,Newbie,140,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What will you do with the unsold coin?,False
219,msg40241483,https://bitcointalk.org/index.php?topic=3349605.0,msg40235324,2631,Announcements (Altcoins),2018-06-16 15:09:58,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  You can get this infromation from the website and it said minimum $50 without any maximum,False
220,msg40242214,https://bitcointalk.org/index.php?topic=3349605.0,msg40237664,2631,Announcements (Altcoins),2018-06-16 15:20:57,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",   The first version of platfrom should be ready this month.,False
221,msg40243121,https://bitcointalk.org/index.php?topic=3349605.0,msg40234293,2631,Announcements (Altcoins),2018-06-16 15:35:26,TouchKeypad,Newbie,91,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  There are many features like portofolio management, merchants, mobile app, etc.",False
222,msg40243697,https://bitcointalk.org/index.php?topic=3349605.0,msg40241483,2631,Announcements (Altcoins),2018-06-16 15:45:34,TouchKeypad,Newbie,91,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Without maximum contribution, it is possible to catch whales. If so, we need to contribute as much as we can just to get higher profit",False
223,msg40243912,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 15:49:08,GrahamHood,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",When will the crowdsale end?,False
224,msg40245058,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 16:09:18,StephanieLa,Newbie,18,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","The plan is very interesting and if you truly succeed in actualizing your ideas, then I suppose it will be interesting.",False
225,msg40246367,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 16:32:16,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",AcuteCoin is a self-regulated financial system created on an open source platform that promotes cryptocurrencytransaction and education. Source Whitepaper What kind of education will coin holders get?,False
226,msg40246686,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 16:37:24,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What innovation does Acutecoin provide compared to other coins?,False
227,msg40247292,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 16:48:06,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",At the time of the coin holder keep it in the wallet online. How much profit can be earned? And in how much time is the profit received?,False
228,msg40270417,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 02:46:07,ErikVohl,Newbie,63,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Will the unsold coins be burned or just to not pre-mined them?,False
229,msg40271036,https://bitcointalk.org/index.php?topic=3349605.0,msg40241037,2631,Announcements (Altcoins),2018-06-17 03:09:53,TouchKeypad,Newbie,91,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Quote from: ErikVohl on June 17, 2018, 02:46:07 AM Will the unsold coins be burned or just to not pre-mined them? I think they wont pre-mined the rest allocation that is unsold, it would be good for coin circulation to keep low while the demand raise.",False
230,msg40271413,https://bitcointalk.org/index.php?topic=3349605.0,msg40243912,2631,Announcements (Altcoins),2018-06-17 03:22:25,TouchKeypad,Newbie,91,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",   It's around July I guess.,False
231,msg40271713,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 03:32:09,HolyGrey,Newbie,72,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",What actually the purpose of pre-mining? is it important?,False
232,msg40272895,https://bitcointalk.org/index.php?topic=3349605.0,msg40271413,2631,Announcements (Altcoins),2018-06-17 04:13:01,effart,Newbie,140,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  Got from website that It will end on August, 14th",False
233,msg40273005,https://bitcointalk.org/index.php?topic=3349605.0,msg40247292,2631,Announcements (Altcoins),2018-06-17 04:16:56,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  8% per month from the total saved coins if I'm not mistaken.,False
234,msg40273295,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-17 04:26:13,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",On the roadmap in March 2018 there was an explanation of testing whitepaper. What is that means?,False
235,msg40273594,https://bitcointalk.org/index.php?topic=3349605.0,msg40273295,2631,Announcements (Altcoins),2018-06-17 04:35:09,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  If any testing whitepaper it means there is still a genuine whitepaper .. Which one to admit? And when will it launch? or maybe I do not understand?,False
236,msg40210165,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 03:12:20,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",Is there an option which exchanger will be chosen to be a market?,False
237,msg40210669,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 03:32:46,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",May I know the most basic purpose of the creation of this coin?,False
238,msg40211573,https://bitcointalk.org/index.php?topic=3349605.0,msg40210669,2631,Announcements (Altcoins),2018-06-16 04:08:13,AndreiYoung,Newbie,210,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  If in general I think every coin is created to seek profit but with different ways and efforts in reaching it.,False
239,msg40228200,https://bitcointalk.org/index.php?topic=3349605.0,,2631,Announcements (Altcoins),2018-06-16 11:15:33,HarryJoett,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","We envision that in the nearest future, there will be an expected membership growth of over 5,000 members and vendors who trade actively in the AcuteCoin Marketplace. Based on demand, the more the number of people using AcuteCoin’s, the higher the amount of the daily gain and profit. Source from whitepaper Has it been proven so far?",False
240,msg40228498,https://bitcointalk.org/index.php?topic=3349605.0,msg40228200,2631,Announcements (Altcoins),2018-06-16 11:20:54,Lonelly_Mode,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  How true is it so far proven? Because this is one of the traders to take action ..,False
241,msg40228617,https://bitcointalk.org/index.php?topic=3349605.0,msg40184420,2631,Announcements (Altcoins),2018-06-16 11:23:18,BigDarma,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social","  So far, the team only accept contribution with ETH and BTC.",False
242,msg40228806,https://bitcointalk.org/index.php?topic=3349605.0,msg40228498,2631,Announcements (Altcoins),2018-06-16 11:26:51,keinelaa,Newbie,168,0,,"[ANN] [PRE-SALE] AcuteCoin.io | POW | POS | Masternodes - Trade, Mine be Social",  I don't think they can provide any evidence because they themselves can't guarantee the accuracy of their own whitepapers.,False
