id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg36325740,https://bitcointalk.org/index.php?topic=3096913.0,msg35203866,40786,Marketplace (Altcoins),2018-05-04 19:17:26,Nginende,Member,210,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",  Week #8 (28/04 - 04/05) Twitter profile: https://twitter.com/Easy_Sem Retweets and likes: 1. https://twitter.com/timeboxnetwork/status/990983946279235585 2. https://twitter.com/timeboxnetwork/status/991328085483118595 3. https://twitter.com/timeboxnetwork/status/991640660712329217 4. https://twitter.com/timeboxnetwork/status/992459577294761985 Tweets: 1. https://twitter.com/Easy_Sem/status/991652485248028672,True
594,msg34638686,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:05:07,dudo4ka_player,Newbie,182,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 14 Bitcointalk User: dudo4ka_player Twitter Profile: https://twitter.com/denissabiroff  Retweet: 1. https://twitter.com/timeboxnetwork/status/973854553140445184 2. https://twitter.com/timeboxnetwork/status/975035733940477955 3. https://twitter.com/timeboxnetwork/status/975040090438189057  Tweet: 1. https://twitter.com/denissabiroff/status/984883526368727041,True
595,msg34638923,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:09:36,Dorvei,Full Member,700,110,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 14 Twitter url: https://twitter.com/ViktoriaEsp Followers: 3600 Retweet: 1 https://twitter.com/timeboxnetwork/status/982592212784463872 2 https://twitter.com/timeboxnetwork/status/983616983059935232 3 https://twitter.com/timeboxnetwork/status/984014667528974336 tweet 1 https://twitter.com/ViktoriaEsp/status/984392271566196737,True
596,msg34639000,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:11:01,peterstolypin,Member,336,57,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Ether: 0x9cAeE22457808995AbFc1D8E674f692eE3149C3e Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=1222518 Bitcointalk Username: peterstolypin  Twitter Campaign  Twitter: arbaitenrex https://twitter.com/arbaitenrex Followers: 6483  Retweets and likes  https://twitter.com/timeboxnetwork/status/982592212784463872 https://twitter.com/timeboxnetwork/status/983616983059935232 https://twitter.com/timeboxnetwork/status/984014667528974336,True
597,msg34639037,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:11:37,simarpreet1102,Newbie,378,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Twitter champaign (7april to 13 april) Twitter username: @simarpreet1102 Twitter url : https://twitter.com/simarpreet1102 Your number on the spreadsheet: 1168 Ether adress: 0xAffa83b52a25ceb5E5dfa64340bFC88A6ce67CB5  RETWEET- 1.https://twitter.com/timeboxnetwork/status/982592212784463872 2.https://twitter.com/timeboxnetwork/status/978879274051624960 3.https://twitter.com/timeboxnetwork/status/978477011432751105    TWEET - https://twitter.com/simarpreet1102/status/984886066086727680,True
598,msg34639077,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:12:25,Obi One,Sr. Member,518,263,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Twitter Campaign  Twitter: @VitalyDeis https://twitter.com/VitalyDeis Followers: 10200 Number on the spreadsheet: 1608  Tweets: https://twitter.com/VitalyDeis/status/983065064050749440  Retweets and likes: https://twitter.com/timeboxnetwork/status/982592212784463872 https://twitter.com/timeboxnetwork/status/977054538086596608 https://twitter.com/timeboxnetwork/status/983616983059935232,True
599,msg34639117,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:13:01,Lora Davis,Member,602,49,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week: 5 (7.4 -13 .4)    Twitter Link: https://twitter.com/LoraDavis27 Your Number on the Spreadsheet: 177 Bitcointalk Username: Lora Davis Eth address: 0x483A37BCc6d7842395392566dC06334c4CB6a29c  Follower: 10800   Retweet + likes: 1  https://twitter.com/timeboxnetwork/status/982592212784463872 2  https://twitter.com/timeboxnetwork/status/983616983059935232 3  https://twitter.com/timeboxnetwork/status/977106337946456064 4 https://twitter.com/timeboxnetwork/status/984722903324241920 Tweet 1 https://twitter.com/LoraDavis27/status/984886891848896513,True
600,msg34639240,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:15:14,xXLimbXx,Full Member,322,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",7.4. - 13.4. Bitcointalk: xXLimbXx Twitter Url: https://twitter.com/xXLimbXx No. of Followers: 3434  Retweet: https://twitter.com/timeboxnetwork/status/984014667528974336 https://twitter.com/timeboxnetwork/status/983616983059935232 https://twitter.com/timeboxnetwork/status/982592212784463872  Tweet: https://twitter.com/xXLimbXx/status/984883959308914688,True
601,msg34639329,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:16:28,Rubick99,Member,406,11,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week: 5 (7.4 -13 .4)    Twitter Link: https://twitter.com/ACN_99 Your Number on the Spreadsheet: 150  Retweet + likes: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/984014667528974336 3. https://twitter.com/timeboxnetwork/status/984722903324241920  Tweet: 1. https://twitter.com/ACN_99/status/984887034270515200,True
602,msg34639342,https://bitcointalk.org/index.php?topic=3096913.0,msg34289426,40786,Marketplace (Altcoins),2018-04-13 20:16:43,mir1127,Full Member,280,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",     Week 5 Apr 7 to Apr 14 twitter url link: Retweet: 1. URL:https://twitter.com/timeboxnetwork/status/983616983059935232 2. URL:https://twitter.com/timeboxnetwork/status/984014667528974336 3. URL:https://twitter.com/timeboxnetwork/status/984722903324241920 Tweet: 1. URL:https://twitter.com/Najirhossannir1/status/984887557694500864,True
603,msg34639370,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:17:15,AndreyAKS,Newbie,168,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Ether: 0xc5434dD11dc3E22486532CC9c7857545a6E650a5 Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=1797493 Bitcointalk Username: AndreyAKS Telegram Profile Link: @AksonovAndrey  Twitter Campaign  Twitter: Aksenow_Andrey https://twitter.com/Aksenow_Andrey Followers: 4434  Tweets  1. https://twitter.com/Aksenow_Andrey/status/984503211888275456  Retweets and likes  1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336,True
604,msg34639377,https://bitcointalk.org/index.php?topic=3096913.0,msg34104774,40786,Marketplace (Altcoins),2018-04-13 20:17:26,olgalff,Newbie,252,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",  Week 5 - 07.04.2018-13.04.2018  Twitter Campaig Twitter Followers: 11700 Twitter Profile: https://twitter.com/olgalff Twitteraudit :https://www.twitteraudit.com/olgalff Spread sheet:# 938  Retweets+like: https://twitter.com/timeboxnetwork/status/982592212784463872 https://twitter.com/timeboxnetwork/status/983616983059935232 https://twitter.com/timeboxnetwork/status/984014667528974336  Tweet: https://twitter.com/olgalff/status/983681745349500929,True
605,msg34639428,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:18:28,Artur1991,Newbie,168,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018 TWITTER TWITTER URL: https://twitter.com/WC071DasLSBDoNG Followers: 1490 Retweets+likes: 1. https://twitter.com/timeboxnetwork/status/983616983059935232?s=19 2. https://twitter.com/timeboxnetwork/status/984014667528974336?s=19 3. https://twitter.com/timeboxnetwork/status/984722903324241920?s=19   Tweet: 1.https://twitter.com/WC071DasLSBDoNG/status/984888282738765824?s=19,True
606,msg34639434,https://bitcointalk.org/index.php?topic=3096913.0,msg34104355,40786,Marketplace (Altcoins),2018-04-13 20:18:38,aleksvip15,Jr. Member,672,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 5  Apr 07 to Apr 14  Retweet: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336 Tweet: 1. https://twitter.com/aleksvip15/status/983382959792316416,True
607,msg34639501,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 20:19:46,Ascredo,Member,224,15,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Retweet: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336  Tweet: https://twitter.com/Ascredos/status/984158752319426565,True
608,msg34636670,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:31:02,ariaemily,Copper Member,504,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 14  Bitcointalk User: ariaemily Twitter Profile: https://twitter.com/camero_njohn  Retweet:  1.https://twitter.com/timeboxnetwork/status/975670531801272320 2.https://twitter.com/timeboxnetwork/status/982592212784463872 3.https://twitter.com/timeboxnetwork/status/984014667528974336  Tweet:  1.https://twitter.com/camero_njohn/status/984876015053754368,True
609,msg34636738,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:32:10,1977Vlad,Sr. Member,798,253,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",TWITTER CAMPAIGN Spreadsheet # 78  Week 5 (Apr 07 to Apr 14)   Twitter Profile Link  https://twitter.com/BLEKMEROY  Retweet:   1. URL   https://twitter.com/timeboxnetwork/status/984722903324241920 2. URL    https://twitter.com/timeboxnetwork/status/983616983059935232 3. URL   https://twitter.com/timeboxnetwork/status/984014667528974336 Tweet:   1. URL  https://twitter.com/BLEKMEROY/status/984875244266639365,True
610,msg34636835,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:33:44,LillianScarlett,Newbie,308,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 14 Twitter Twitter Link: https://twitter.com/aileenella2 Twitter Followers: 2063 Re-Tweet & Likes:  https://twitter.com/timeboxnetwork/status/975670531801272320 https://twitter.com/timeboxnetwork/status/978477011432751105 https://twitter.com/timeboxnetwork/status/982592212784463872 Tweets: https://twitter.com/aileenella2/status/982618135244128256,True
611,msg34637050,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:37:15,whoisdoctors,Newbie,350,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",week # 5  (07.04 - 13.04)   Twitter Campaign Twitter Profile link: https://twitter.com/vknope Reetweets+Likes: https://twitter.com/timeboxnetwork/status/983401755407998977 https://twitter.com/timeboxnetwork/status/983764917097517058 https://twitter.com/timeboxnetwork/status/983955456862416896 Tweets: https://twitter.com/vknope/status/983955709212717056    ,True
612,msg34637164,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:38:56,Kokosik,Newbie,84,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week #5 (07.04 - 13.04) Twitter Link: https://twitter.com/nino2505  Retweets: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336  Tweet: 1. https://twitter.com/Nino2505/status/984877712346054656,True
613,msg34637175,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:39:05,davletshin,Newbie,56,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Ether: 0x865C73D30b92a4f41d43C5C439cC86702916Ead0 Bitcointalk Username: davletshin  Twitter Campaign  Twitter: davletshin90 https://twitter.com/davletshin90 Followers: 3649  Tweets  1 - (12/04): https://twitter.com/davletshin90/status/984529667557351430  Retweets and likes  1 - (09/04): https://twitter.com/timeboxnetwork/status/982592212784463872 2 - (10/04): https://twitter.com/timeboxnetwork/status/983616983059935232 3 - (11/04): https://twitter.com/timeboxnetwork/status/984014667528974336 4 - (13/04): https://twitter.com/timeboxnetwork/status/984722903324241920,True
614,msg34637321,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:41:22,belkkka,Full Member,308,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Twitter compaig Twitter Profile: https://twitter.com/belkkka_29 Week 5 (Apr 7 to Apr 13) Retweet: 1. https://twitter.com/timeboxnetwork/status/984722903324241920 2. https://twitter.com/timeboxnetwork/status/984014667528974336 3. https://twitter.com/timeboxnetwork/status/983616983059935232 4. https://twitter.com/timeboxnetwork/status/982592212784463872 Tweet: 1. https://twitter.com/belkkka_29/status/984874275340537856,True
615,msg34637359,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:42:10,truesonic,Newbie,140,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 (Apr 7 to Apr 14) Retweet: 1. https://twitter.com/timeboxnetwork/status/983616983059935232 2. https://twitter.com/timeboxnetwork/status/984014667528974336 3. https://twitter.com/timeboxnetwork/status/984722903324241920 Tweet: 1. https://twitter.com/StrongMan228x/status/984528373287448577,True
616,msg34637454,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:43:39,irinafox,Jr. Member,294,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 (Apr 7 to Apr 14)  Retweet:  1.https://twitter.com/barallen777/status/982550088168951808 2.https://twitter.com/barallen777/status/983001599193899009 3.https://twitter.com/barallen777/status/983388999049011200  Tweet: 1.https://twitter.com/barallen777/status/983799273325199360,True
617,msg34637545,https://bitcointalk.org/index.php?topic=3096913.0,msg34063445,40786,Marketplace (Altcoins),2018-04-13 19:45:33,Metamorfozzz,Full Member,630,102,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 5. 07/04 - 13/04  Twitter url: https://twitter.com/Metamorffozzz Spreadsheet no: #682  Tweet Link: 1. https://twitter.com/Metamorffozzz/status/984880069112942592  Retweets + Likes: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/977106337946456064,True
618,msg34637572,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:45:56,belentsova,Member,364,11,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week #5  (7/04- 13/04) Twetter Profil link : https://twitter.com/SvetlanaBelent1 Retweet: 1 https://twitter.com/timeboxnetwork/status/982592212784463872 2 https://twitter.com/timeboxnetwork/status/983616983059935232 3 https://twitter.com/timeboxnetwork/status/984014667528974336 Tweet: 1 https://twitter.com/SvetlanaBelent1/status/984879265735938048,True
619,msg34637657,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:47:23,Marry_OI,Member,504,11,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 (Apr 7 to Apr 14) Retweet: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336 Tweet: 1. https://twitter.com/MarryMerulin/status/984880357899227136,True
620,msg34637670,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:47:35,jowinm,Full Member,334,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",WEEK: #5 (07/04-14/04)  Twitter Campaign Twitter Link :https://twitter.com/0b1van1 Followers: 6761 Number on the spreadsheet: 1699  Retweet & Likes: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/982592212784463872 3. https://twitter.com/timeboxnetwork/status/983616983059935232  Tweet: 1. https://twitter.com/0b1van1/status/984880383710973953,True
621,msg34637724,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:48:37,Osvaldoolive,Newbie,350,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 14 Twitter Username:  osvaldooliveus Twitter URL: https://twitter.com/osvaldooliveus Followers: 3463 Re-Tweet and like:  https://twitter.com/timeboxnetwork/status/975651488096690176 https://twitter.com/timeboxnetwork/status/978477011432751105 https://twitter.com/timeboxnetwork/status/982592212784463872 Tweets: https://twitter.com/osvaldooliveus/status/982922096664707072,True
622,msg34637991,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:53:08,byteminr,Sr. Member,560,250,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Twitter Campaign  Twitter: IaroslavOrlov https://twitter.com/IaroslavOrlov Followers: 3812  Tweets  https://twitter.com/IaroslavOrlov/status/984050091639164928  Retweets and likes  https://twitter.com/timeboxnetwork/status/982592212784463872 https://twitter.com/timeboxnetwork/status/983616983059935232 https://twitter.com/timeboxnetwork/status/984014667528974336 https://twitter.com/timeboxnetwork/status/978879274051624960,True
623,msg34638095,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:55:01,HarpeCharlotte,Newbie,322,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week #5 Apr 7 to Apr 14 BCT User Name: HarpeCharlotte twitter Twitter Username: Bornali01 Twitter Profile Link: https://twitter.com/Bornali01  Twitter Follower: 2151 Retweets:  https://twitter.com/timeboxnetwork/status/976359441330143232 https://twitter.com/timeboxnetwork/status/978477011432751105 https://twitter.com/timeboxnetwork/status/982592212784463872 Tweets: https://twitter.com/Bornali01/status/982972469916004354,True
624,msg34638113,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:55:20,teolider,Newbie,294,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 - 14  Retweet: 1.https://twitter.com/timeboxnetwork/status/982592212784463872 2.https://twitter.com/timeboxnetwork/status/983616983059935232 3.https://twitter.com/timeboxnetwork/status/984014667528974336  Tweet: 1.https://twitter.com/lJpZil5Ar99e30X/status/984339555431182336,True
625,msg34638170,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:56:19,mosyanmac,Newbie,154,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Twitter Campaign  Week 5 (Apr 7 to Apr 14) Retweet: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/976683864121778176 Tweet: 1. https://twitter.com/nmaxmos/status/984003381009244160,True
626,msg34638238,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:57:26,L1looker,Member,280,12,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 07 to Apr 14  Twitter campaign Twitter url : https://twitter.com/L1looker Follower : 10200 Spreadsheet # 131  Retweet:    1. URL   https://twitter.com/timeboxnetwork/status/980746352354148353 2. URL   https://twitter.com/timeboxnetwork/status/982592212784463872 3. URL   https://twitter.com/timeboxnetwork/status/983616983059935232  Tweet:    1. URL   https://twitter.com/L1looker/status/983715658998444032,True
627,msg34638274,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:57:53,mixajlenko986,Newbie,238,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-14.04.2018  Ether: 0xd50803E8AB37Bd09B923397633Fc42d512799929 Bitcointalk Username: mixajlenko986  Twitter Campaign  Twitter: mixajlenko_a https://twitter.com/mixajlenko_a Followers: 3864  Tweets  https://twitter.com/mixajlenko_a/status/983783282809679872  Retweets and likes  https://twitter.com/timeboxnetwork/status/982592212784463872 https://twitter.com/timeboxnetwork/status/975651488096690176 https://twitter.com/timeboxnetwork/status/975040090438189057 https://twitter.com/timeboxnetwork/status/984722903324241920,True
628,msg34634335,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 18:55:51,giffty,Newbie,140,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 07.04.2018-13.04.2018  Ether: 0x3e866d01474dF3a934BcE5B5Bce78830bb478d44 Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=1947926 Bitcointalk Username: giffty Telegram Profile Link: @lootus1  Twitter Campaign  Twitter: 00323Naz https://twitter.com/00323Naz Followers: 6780 Number on the spreadsheet: 1873  Tweets  1. https://twitter.com/00323Naz/status/984027893465518083  Retweets and likes  1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. https://twitter.com/timeboxnetwork/status/983616983059935232 3. https://twitter.com/timeboxnetwork/status/984014667528974336 4. https://twitter.com/timeboxnetwork/status/980746352354148353,True
629,msg34634347,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 18:55:59,Fibonachi,Newbie,280,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Campaign : TWITTER Twitter Username: @budimyr Spreadsheet No Twitter Account:https://twitter.com/budimyr Week#:   apr7-13 Retweets: 1.https://twitter.com/timeboxnetwork/status/980746352354148353?s=19 2.https://twitter.com/timeboxnetwork/status/982592212784463872?s=19 3.https://twitter.com/timeboxnetwork/status/983616983059935232?s=19  Tweets: https://twitter.com/budimyr/status/984674914790727680?s=19,True
630,msg34634671,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:00:50,Akumelu_pur,Newbie,70,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 Apr 7 to Apr 13  Twitter Profile link: https://twitter.com/arieveianto666 Followers: 468 Spreadsheet #: 1625 Retweet: 1. https://twitter.com/timeboxnetwork/status/975649800296185856 2. https://twitter.com/timeboxnetwork/status/982592212784463872 3. https://twitter.com/timeboxnetwork/status/983616983059935232 4. https://twitter.com/timeboxnetwork/status/984014667528974336 5. https://twitter.com/timeboxnetwork/status/984722903324241920  Tweet: 1. https://twitter.com/arieveianto666/status/982316445622124544 2. https://twitter.com/arieveianto666/status/982698270181900288,True
631,msg34634681,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:01:04,Nandita330,Newbie,154,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week #5 : 07 Apr - 14 Apr WEEKLY REPORT Telegram Username : @Pratamaramadhan  TWITTER Twitter Username : @dhaaanrfi Twitter Profile Link : https://twitter.com/DhaaanRFI Twitter Audit Link : https://www.twitteraudit.com/DhaaanRFI Twitter Followers : 1172 Number on Spreadsheets :    o Retweets & Likes :    1. https://twitter.com/timeboxnetwork/status/977106337946456064    2. https://twitter.com/timeboxnetwork/status/977054538086596608    3. https://twitter.com/timeboxnetwork/status/976683864121778176       o Post :    1. https://twitter.com/DhaaanRFI/status/977560464736464897,True
632,msg34634728,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:01:52,anindo,Member,350,12,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 (07/04 - 13/04) Twitter Link: https://twitter.com/a_nindo Number on Spreadsheet : 863  Rtweet+Like    1   https://twitter.com/timeboxnetwork/status/982592212784463872 2   https://twitter.com/timeboxnetwork/status/980077227973869569 3   https://twitter.com/timeboxnetwork/status/983616983059935232 Tweet    1   https://twitter.com/a_nindo/status/984525917958623234,True
633,msg34634973,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:05:12,vejdemann,Member,350,75,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",TWITTER CAMPAIGN Spreadsheet #855  Week 5 (Apr 07 to Apr 13)    Retweet:    1. URL    https://twitter.com/timeboxnetwork/status/982592212784463872 2. URL    https://twitter.com/timeboxnetwork/status/978477011432751105 3. URL    https://twitter.com/timeboxnetwork/status/975670531801272320 Tweet:    1. URL   https://twitter.com/vejdemann/status/984521553957224448,True
634,msg34635066,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-13 19:06:27,artiommatvienko,Newbie,266,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 5 - 07.04.2018-13.04.2018  Ether: 0x56A660EA3DC28Db18197185a78b74c7507867740 Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=1874575 Bitcointalk Username: artiommatvienko  Twitter Campaign  Twitter: Evgeniy82382835 https://twitter.com/Evgeniy82382835 Followers: 6705  Tweets  https://twitter.com/Evgeniy82382835/status/984369070064758790  Retweets and likes  https://twitter.com/timeboxnetwork/status/976683864121778176 https://twitter.com/timeboxnetwork/status/977054538086596608 https://twitter.com/timeboxnetwork/status/977106337946456064,True
635,msg34635142,https://bitcointalk.org/index.php?topic=3096913.0,msg34025194,40786,Marketplace (Altcoins),2018-04-13 19:07:30,Alisa F v Gn,Newbie,238,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week#5  Apr 7  - Apr 13  Retweets & likes: 1. https://twitter.com/timeboxnetwork/status/982592212784463872 2. 3.  Tweets: 1.,True
