id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
279,msg24631946,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-15 15:27:37,TrakaisPertikis,Newbie,17,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Where i could  use CTD token?,False
280,msg24667011,https://bitcointalk.org/index.php?topic=2286053.0,msg24631946,11758,Announcements (Altcoins),2017-11-16 08:11:45,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   You can use the CTD tokens in combination with all of the Cointed products and services to lower the fees and buy exclusive software and hardware.  Here you can see the CTD Token benefits: https://imgur.com/a/LhBVT,False
281,msg24670608,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-16 09:35:41,thanail,Newbie,5,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I have been looking into your ICO, and I am interested because of you mentioning that you already have existing mining facilities. Could you specify what type of GPUs are you using?",False
282,msg24672328,https://bitcointalk.org/index.php?topic=2286053.0,msg24670608,11758,Announcements (Altcoins),2017-11-16 10:13:18,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,  Currently we are  using p106 GPUs.,False
283,msg24683774,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-16 14:02:05,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Hope everybody is having a good day. We got another independent review! Enjoy! https://www.youtube.com/watch?v=xBDlS4HrNq4,False
284,msg24724508,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-17 08:01:34,Jacob_Goldberd,Newbie,18,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,How many Cointed tokens (CTD) can I get for 3 ETH?,False
285,msg24726299,https://bitcointalk.org/index.php?topic=2286053.0,msg24724508,11758,Announcements (Altcoins),2017-11-17 08:42:16,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   Hello Until the 19.11(Per-ICO stage) you get still 1150CTD for one ETH. So for 3 Eth in the Pre-ICO stage you will get 3450CTD.,False
286,msg24740394,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-17 13:34:01,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,A review CoinStaker made for our project: https://www.coinstaker.com/future-money-cointed-review/  Do not forget the Cointed ICO Presale is running until 19. Nov. 2017!  http://cointedtoken.com,False
287,msg24766312,https://bitcointalk.org/index.php?topic=2286053.0,msg24595012,11758,Announcements (Altcoins),2017-11-18 00:07:18,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"    Hi, sorry for getting back so late to you, but we wanted to provide you a satisfactory answer and had to find time for our technical lead to answer your very in depth questions!  1. Your benefits are clearly stated in the whitepaper, it is up to you to buy tokens or not, if you don’t see the benefit for yourself (discounts in purchasing our products). Or you never intend on using them in the future, maybe our token is not for you, which is fine!  2. This is true, we are the only customer at this location! At the beginning of our mining operation, we started cooperations with a number of small private hydropower plant operators, who would otherwise simply supply the energy to the national power grid. Through us, they got a much better deal and we received a steady source of clean and relatively cheap energy to operate our mining farms.  Any surplus of energy is still supplied to the national power grid.  3.  All cables come in from above through cable trays. We are actually much more efficient than your retail grade hardware/software assumptions since we have a lot of experience. One card uses 80 watts @~26 Mh/s Ethereum One rig uses a total of roughly 850 Watt at the wall  We use CAT7 cables and in the video we were still not finished with assembly, now they are already bound and nicely placed. There are no cables on the floor that have any power running through them on the floor. Thank you for your concern!  Our power cables have some safety buffer 6² for 3 phases with 32 Amps. For each PDU we are only pulling 29-30 Amps per phase.  I hope that answers all your questions!   4. First of all, we consider more than 100 000 cards not a small batch, what would be a large batch for you? Zotac is a close  partner of Nvidia, since you know that Nvidia focuses on producing the chips and not the cards (they do produce some but most cards come from partners), working together with Zotac and Nvidia to design our custom graphics card was a logical step for us.",False
288,msg24797207,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-18 15:57:19,asdlolciterquit,Hero Member,1162,517,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,How the atm will work? can i withdraw eur from btc or other altcoin? or only from cointed token?  Do you plan to put some atm even in italy?,False
289,msg24810422,https://bitcointalk.org/index.php?topic=2286053.0,msg24797207,11758,Announcements (Altcoins),2017-11-18 21:30:06,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hey there, We have operate one and two way machines, it depends on the model, since we have different ones. So yes, some of our ATMs support the buying of bitcoin AND the selling of bitcoin and other cryptocurrencies, (currently: Bitcoin, dash, ethereum and litecoin) Currently the cointed token is not supported  Btw we already operate a lot of ATMs!  We even have one in Italy already and are planning to expand. See here: https://coinatmradar.com/bitcoin_atm/2391/bitcoin-atm-general-bytes-rome-tobacco-traffici/",False
290,msg24832038,https://bitcointalk.org/index.php?topic=2286053.0,msg24810422,11758,Announcements (Altcoins),2017-11-19 10:29:57,asdlolciterquit,Hero Member,1162,517,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   that is really cool.  Just a question: i read this on your link ""Warning: This bitcoin ATM is temporarily not working (since 19th of October 2017)."".  Is there any problem?",False
291,msg23815182,https://bitcointalk.org/index.php?topic=2286053.0,msg23788249,11758,Announcements (Altcoins),2017-10-31 12:07:11,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"     We are currently working on providing you with proof. This is taking little longer than expected because we want everything to be clear, so there are no misunderstandings. In the meantime we ask for your patience.  Thank you.",False
292,msg23822580,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-31 14:39:55,rindo,Hero Member,938,1000,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Hi guys,  Now is possible to make part of the Cointed Token discussion on the Portuguese Language. Official Cointed Token Thread and Bounty Campaign translated and posted. Ready for discussion and to answer all your questions related to the Cointed Token project.  You guys are more than welcome to participate.  São todos bem vindos ao nosso Tópico Português de Cointed Token ou também ao nosso grupo Telegram Português de Cointed  Click at this link to access and participate on our discussion.",False
293,msg23878148,https://bitcointalk.org/index.php?topic=2286053.0,msg23822580,11758,Announcements (Altcoins),2017-11-01 15:02:00,Silenox,Full Member,546,122,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Thank you for translating, I got here for her. This project is interesting, I'll keep an eye on it.",False
294,msg23980807,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-03 13:22:14,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Here a small summary of threads which were created by community members in other languages:   Portuguese Announcements thread: https://bitcointalk.org/index.php?topic=2340013.0 Bounty thread: https://bitcointalk.org/index.php?topic=2341950.0  Turkish Announcements thread: https://bitcointalk.org/index.php?topic=2336719.0 Bounty thread: https://bitcointalk.org/index.php?topic=2345702.0  Romanian Announcements thread: https://bitcointalk.org/index.php?topic=2345381 Bounty thread: https://bitcointalk.org/index.php?topic=2345967  Filipino Announcements thread: https://bitcointalk.org/index.php?topic=2312438.0 Bounty thread: https://bitcointalk.org/index.php?topic=2315969.0,False
295,msg24027367,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-04 13:13:30,BlueChipper,Member,75,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Maybe some guys will be asking us (again) to take a walk into the woods and to speak with the trees but to all other interested investors that would like to avoid an ICO scam we would like to provide some more audited and checked details that came up in our still ongoing research:  Cointed Ltd doesn't own Crypto Unity OG as a subsidiary, thus they have no mining business (we have the official confirmation of one shareholder and director and the Austrian commercial register). That's a false statement without any possible excuse. the Austrian authorities will look into these false public statements we have been informed Cointed GmbH has not recorded any revenue in its balance sheet 2016 and has not provided any audited or CPA-confirmed numbers for 2017 hence it has not shown any established business. Maybe the people behind Cointed have made some great business but it's not shown on balance sheet or tax records. Crypto Unity OG has not made or provided the balance sheet as of Dec 31, 2016 (!) as confirmed by their accounting firm Crypto Unity OG has not yet delivered a single record of business for 2017  to their mandated accounting firm (we have the official confirmation of the accounting firm) many of their investors are waiting for their mining servers, some of them already since April 2017 as confirmed by one director Crypto Unity OG and Cointed obviously sell mining equipment off-balance sheet against cash and thus may run into investigations of the financial authorities in the very near future as confirmed by one of its directors. The point is that this may be money laundering.  Again, these are documented facts and no allegations. Maybe Cointed is a legitimate business but it doesn't look like that. We have all documents filed with our lawyer in order to be able to provide proof if necessary. And, yes, of course, we can talk with the trees about those fake info and inhale some fresh air to get rid of such a scam spirit.  And yes, of course, we are able and willing to discuss this matters with Cointed here within the forum or on LinkedIn, Twitter or Medium.",False
296,msg24033782,https://bitcointalk.org/index.php?topic=2286053.0,msg24027367,11758,Announcements (Altcoins),2017-11-04 15:48:47,el_rlee,Legendary,1580,1005,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Might be all true!  However, for those who are able to understand German a little background on Mr. Böhm: https://www.profil.at/wirtschaft/yline-gruender-werner-boehm-die-naehe-fpoe-fehler-378549",False
297,msg24034770,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-04 16:13:13,ENS,Newbie,10,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,what has he to do with cointed?,False
298,msg24074306,https://bitcointalk.org/index.php?topic=2286053.0,msg24036614,11758,Announcements (Altcoins),2017-11-05 14:00:39,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hey Mashlofty,  which is your native language? Maybe someone already translated the whitepaper to your native language!  No there will be no coins mined years after years. There is a maximum of 650,000,000 CTDs that can be created. Those coins can be purchased during the time of the ICO. It depends on how many coins get bought during the ICO. If the ICO gets sold out, which we hope, then up to 650,000,000 CTDs, if there is less investment then there will also be less coins. Hope this did help you",False
299,msg24115601,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-06 10:49:09,roller_coiner,Newbie,44,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I have used Cointed's exchange services even before talk about the ICO ever started.  I.e. I have trust in the company. What is really interesting to me is that up to 100 ATM are to be set across Europe, what does that mean, more specifically - where in Europe does the company plan to expand?       ",False
300,msg24122100,https://bitcointalk.org/index.php?topic=2286053.0,msg24115601,11758,Announcements (Altcoins),2017-11-06 13:10:46,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hi roller_coiner,  to clarify: the 100 ATMs are not going ""to be"" set up across europe - more than 60 are already operating. The rest is already ordered or currently being installed. If you check coinatmradar.com you´ll see 61 ATMs listed as of today. Like we said before: many ATMs are installed in private clubs and therefore not publicly listed.  This is not a mere idea - it´s reality already.  As to our expansion plans for ATMs: We are currently based in Austria, Hungary, Italy, Spain and are looking to expand to Asia as well as open more offices and install more ATMs in Europe.",False
301,msg24169797,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-07 10:54:31,orion_tera,Copper Member,47,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I am familiar with Cointed as a company, I also familiarized myself with the products and services, and I think that there is great value behind the idea. What I want to know is how long does it take for me to receive my tokens after purchase, and does the benefits the token provide apply upon purchase or the ICO needs to end first? ",False
302,msg24180597,https://bitcointalk.org/index.php?topic=2286053.0,msg24169797,11758,Announcements (Altcoins),2017-11-07 14:29:48,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hey, great to hear!  After the purchase the tokens are immediately credited to your account. The benefits of the token you can use after the end of the ICO",False
303,msg24236096,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-08 14:07:08,Jeremy-Whites,Newbie,43,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"I would like to see some photos or even better, footage of what the company's mining facilities look like. It seems to me that those mining operations are the financial backbone of the company, so we the investors ought to know what Cointed currently has established in terms of establishments.",False
304,msg24299192,https://bitcointalk.org/index.php?topic=2286053.0,msg24236096,11758,Announcements (Altcoins),2017-11-09 15:26:59,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hello,  We understand  your point of view.  Here is an album with pictures of a Cointed LTD Mining Farm: https://imgur.com/a/xjiem  And here is a walk around video of the facility in Sweden: https://www.youtube.com/watch?v=3lhUOf7KJxA  Thank you",False
305,msg24331374,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-10 06:57:49,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Here is a really nice article about Bitcoin ATMs and Cointed took part in it!  Here Is What You Need to Know About Bitcoin ATMs: https://medium.com/@coinstaker/ever-heard-of-bitcoin-atms-here-is-what-you-need-to-know-254d2d72cfb2  After reading it, please share your opinion.  Thank you!",False
306,msg24342036,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-10 10:57:17,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Here is the official YouTube Channel of Cointed: https://www.youtube.com/channel/UC4nAiP_PLziId4tHniKgtIQ  Please subscribe and expect new videos coming soon.,False
307,msg24362827,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-10 17:48:33,partingpropose,Newbie,24,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Guys, what do you think about the ICO? how promissing the project is?",False
308,msg24500412,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-13 10:10:41,BlueChipper,Member,75,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Just in case some people still think that Cointed Ltd has provided correct information about their assets and its business.  On November 10, 2017, Cointed GmbH founder Christopher Rieder confirmed via Email that not the Hongkong-based Coined Ltd holds the shares of Cointed GmbH but he himself.     In this Emails Rieder claims that he has nothing to do with the other people in Crypto Unity OG (Charli AHO, Daniil ORLOV) even though they claimed that this is a Cointed Ltd subsidiary. Even though Rieder holds himself out as CEO of Cointed Ltd on the ICO website (www.cointedtoken.com) he claims that he is not responsible for the ICO. Strange, isn't it?  Meanwhile, Cointed Ltd had to admit that Crypto Unity OG is not a Cointed subsidiary. In the White Paper, they simply replaced ""Crypto Unity OG"" now with ""Swiss Crypto Group"", another company nobody has heard and was set up just recently.  I really wonder how Deloitte has testified that? We already reached out to them and will report back on the results.",False
309,msg24510398,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-13 13:31:33,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Here you can find a review of Conted made by a bitcointalk member - Etheran  https://steemit.com/ico/@cryptoeth/cointed-ico-review,False
310,msg24553397,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-11-14 08:40:00,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Here is an updated summary of threads that are created by community members in other languages:  Italian Announcements thread: https://bitcointalk.org/index.php?topic=2382987 Bounty thread: https://bitcointalk.org/index.php?topic=2383044  Filipino Announcements thread: https://bitcointalk.org/index.php?topic=2312438.0 Bounty thread: https://bitcointalk.org/index.php?topic=2315969.0  Indonesian Announcements thread: https://bitcointalk.org/index.php?topic=2294425.0 Bounty thread: https://bitcointalk.org/index.php?topic=2294425.0  Portuguese Announcements thread: https://bitcointalk.org/index.php?topic=2340013.0 Bounty thread: https://bitcointalk.org/index.php?topic=2341950.0  Turkish Announcements thread: https://bitcointalk.org/index.php?topic=2336719.0 Bounty thread: https://bitcointalk.org/index.php?topic=2345702.0  Romanian Announcements thread: https://bitcointalk.org/index.php?topic=2345381 Bounty thread: https://bitcointalk.org/index.php?topic=2345967,False
311,msg23502037,https://bitcointalk.org/index.php?topic=2286053.0,msg23501850,11758,Announcements (Altcoins),2017-10-25 08:20:06,sideliner,Newbie,2,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Interesting, can you share your deep analysis please?",False
312,msg23507269,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-25 10:18:08,Krenn,Newbie,1,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Oh ch my good stupid  guys here!! Counted is a very good company with guys !!! Which analysis? What are you talking about,False
313,msg23508108,https://bitcointalk.org/index.php?topic=2286053.0,msg23501850,11758,Announcements (Altcoins),2017-10-25 10:36:22,mulde,Newbie,22,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   It pretty much looks like you try to find bad things all around, but nobody believes in your shit. It seems like you are opinionated and only thing you want to do is harm Cointed.  Even people registered new accounts, just to debunk your FUD. Most people interested in the project don't even care about your BS.  Everybody can see that you don't work in the best interest of investors or anything else. It seems like you are fighting a personal fight against Cointed and most people that follow this thread already recognized your intentions.   Your FUD won't harm Cointed at all, only thing you gonna harm is yourself by pushing this agenda and losing credibility.  Cointed seems to be a transparent and good ICO, if I compare them to many other ICOs I've seen passing by.",False
314,msg23512968,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-25 12:26:03,Gizmotron,Newbie,6,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"hello, Does the office of Cointed have a telephone number? I have a pending order which has been in process for over 2 weeks by now. Several tickets have been sent, but there is still no solution to my issue. I would like to call to sort out this problem.  Thanks",False
315,msg23513425,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-25 12:34:58,babedota,Full Member,350,100,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"This is really a very good project and very interesting, I'm sure really with the project you are doing this. you have an amazing team and partners who are well known to the world. I can only say good luck dev.",False
316,msg23513738,https://bitcointalk.org/index.php?topic=2286053.0,msg23512968,11758,Announcements (Altcoins),2017-10-25 12:40:48,cointed_official,Member,154,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Hi Gizmotron,  please send an email with your order details to office@cointed.com we usually process all emails within 24 hours. Alternatively, you can post your phone number here so we can get in contact with you.",False
317,msg23519382,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-25 14:28:25,Gizmotron,Newbie,6,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,thank you,False
318,msg23574466,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-26 14:38:19,Miningfarmer,Newbie,3,1,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Guys once again. Cointed is a scamy lying company who said they have relationship with Nvidia its simply not true! That they have there own mining Farms since last year in Sweden its simply not true! I knew there former hoster personally and believe me they find no good words about them also the betrayed a lot of other people whom i know. Its everything reported to Nvidia and they was very surprised because they bought there graphic cards from an asian company and have no direct relationship to Nvidia nether to AMD what they also claim to have.,False
319,msg23594077,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-26 22:49:18,TopHatCyber,Newbie,8,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,Where can I find the Korean language community thread?,False
320,msg23596716,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-27 00:38:51,polylogic,Sr. Member,490,254,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"oh Boy, this turned out to be a disaster, i only read the the first one and a half pages which are filled with lots of text. i guess this ico is over before it really started ",False
321,msg23596817,https://bitcointalk.org/index.php?topic=2286053.0,msg23596716,11758,Announcements (Altcoins),2017-10-27 00:44:04,smokim87,Hero Member,938,500,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,    Pretty sure I've seen this posted already...similar project that is already established. Can't seem to find the thread but pretty much similar idea I think these guys copy pasted...not a 100% sure but shit in the first post looks really familiar.,False
322,msg23624325,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-27 13:48:58,Gizmotron,Newbie,6,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"Hi, Whatsup with the new x12 coin in cointed? I have looked for exchanges and there is no exchange that buys or sells x12 coins but cointed. Yesterday cointed deactivated the purchase of the x12 coin (without any news update or anything to inform their members), but still you can sell the coin. Would you care to give more information about this? If no one can buy the coin, why is the value increasing?  Thanks",False
323,msg23626922,https://bitcointalk.org/index.php?topic=2286053.0,msg23624325,11758,Announcements (Altcoins),2017-10-27 14:44:34,ENS,Newbie,10,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"     I think this guys have a shady sideeal with X12 guys to pretend this coin has a value. You can not purchase it nowhere but Cointed site is pretending that it has value And even the price is going up and down... really funny if you can not purchase it nowehre )))))  Thats just one more really funny detail about Cointed. The deeper you look into anyhting the more shady stuff you find.  Mining Farms which do not mine (but claiming to have 100.000 GPUs up and running) Coins wich do not exist nowhere (X12) Companys with no value/assets in it and zero on the balance sheet (but claiming 100m turnover) Partners that official claim Cointed is Fraud (Genereal Bytes) Partners that official dont know that they are Partners (Nvidia Claiming to have an ""Exchange"" with 15.000 Member what is clearly just a kind or broker/coin/buy and sell webpage...  And the best thing: They are buying theire own ICO )))))))",False
324,msg23628661,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-27 15:13:18,Bitcoin ATM Project,Member,70,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,For people interested in this ICO you should see ours (www.bitcoinatmproject.com) based in the United States (and we were the original Bitcoin ATM crowdfund/ICO - since we first launched early September they have been popping up everywhere!),False
325,msg23629334,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-27 15:23:59,Bitcoin ATM Project,Member,70,10,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,How did this thread get so much attention? https://bitcointalk.org/index.php?topic=2221228 is ours..,False
326,msg23645850,https://bitcointalk.org/index.php?topic=2286053.0,msg23574466,11758,Announcements (Altcoins),2017-10-27 22:54:07,Eliovp,Legendary,1030,1251,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,"   Well, let me jump in here again  First of all, you have 1.5 posts, which probably means that you're either to scared to show yourself or you're full of bullshit. Probably both  Lets clear some things up here. Your first point regarding Nvidia: I do personally have a ""relationship"" with Nvidia and i also have a ""relationship"" with Cointed. Which basically means that they're not lying. And in my case, i don't have to prove myself, done that many times already ;-)  Second point regarding the farm: Well, i've seen it myself. I've also seen what the plans are and what is being built as i'm writing this. Trust me, not many farms of this size in the world   Next point: They bought there hardware from an asian company. Where the hell do you think all this hardware is being built? Not in europe...  One would be a sucker to not buy directly from a factory....  Last point: AMD, same story as the first point.   My suggestion to you would be to find the closest forrest and go out for a long walk. Might do you good  Quote from: polylogic on October 27, 2017, 12:38:51 AM oh Boy, this turned out to be a disaster, i only read the the first one and a half pages which are filled with lots of text. i guess this ico is over before it really started    It ain't over till the fat lady sings ;-)  Quote from: ENS on October 27, 2017, 02:44:34 PM I think this guys have a shady sideeal with X12 guys to pretend this coin has a value. You can not purchase it nowhere but Cointed site is pretending that it has value And even the price is going up and down... really funny if you can not purchase it nowehre )))))  Thats just one more really funny detail about Cointed. The deeper you look into anyhting the more shady stuff you find.  Mining Farms which do not mine (but claiming to have 100.000 GPUs up and running) Coins wich do not exist nowhere (X12) Companys with no value/assets in it and zero on the balance sheet (but claiming 100m turnover) Partners that official claim Cointed is Fraud (Genereal Bytes) Partners that official dont know that they are Partners (Nvidia Claiming to have an ""Exchange"" with 15.000 Member what is clearly just a kind or broker/coin/buy and sell webpage...  And the best thing: They are buying theire own ICO )))))))  Aha, and another one! I took the liberty of checking your posts. 8, and all in this thread, i laughed   In other words, you just (as a few others) created an account to spread some fud?  Same suggestion for you, go out for a long walk or something, preferably a forrest (the air quality is better..), do something meaningful..   Cheers!",False
327,msg23716847,https://bitcointalk.org/index.php?topic=2286053.0,msg23209528,11758,Announcements (Altcoins),2017-10-29 13:08:11,Middleway,Newbie,23,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,   How is that proof search coming along??,False
328,msg23784456,https://bitcointalk.org/index.php?topic=2286053.0,,11758,Announcements (Altcoins),2017-10-30 20:01:48,mbeser,Newbie,34,0,,🔥🔥[ANN] Cointed ICO | 180 mio$ revenue | 100k GPUs | 100+ Bitcoin ATMs 🔥🔥,One of the breathtaking projects i ve ever seen on BCT Forum. I hope they will be very succesfull.,False
